food_name,calcium_tier,vitk_tier,iron_tier,potassium_tier,magnesium_tier,zinc_tier,tyramine_tier,calcium,iron,magnesium,potassium,vitk,zinc,acid_tier
"FLOUR, SOY (DEFATTED)",HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,337.6,7.336,313.0,2484.0,,4.436,LOW
"FLOUR, SOY, FULL FAT",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,233.25,9.9925,243.75,1902.5,,3.6775,LOW
"FLOUR, SOY, FULL FAT (ORGANIC)",HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,306.0,8.56,274.5,1790.0,,3.9050000000000002,LOW
"FLOUR, WHOLE WHEAT (UNENRICHED)",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,35.0,4.0625,135.25,329.0,,2.75,LOW
"FLOUR, WHOLE WHEAT (UNENRICHED) (ORGANIC)",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,44.0,3.465,136.5,470.5,,4.234999999999999,LOW
"Farro, pearled, dry, raw",LOW,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,LOW,25.93777777777778,3.195,118.8111111111111,385.43333333333334,,3.9675555555555553,LOW
"Figs, Dried, Pass 2, Region 1, n/a, No, Minerals - NFY010CDD",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,165.0,3.29,73.2,650.0,,1.43,LOW
"Figs, Dried, Pass 2, Region 1, n/a, No, Minerals - NFY010CEC",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,152.0,2.27,69.3,616.0,,0.47,LOW
"Figs, Dried, Pass 2, Region 1, n/a, No, Vitamin K - NFY010CDZ",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,9.0,,LOW
"Figs, Dried, Pass 2, Region 2, n/a, Yes, Minerals - NFY010CEJ",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,162.0,2.06,70.1,635.0,,0.53,LOW
"Figs, Dried, Pass 2, Region 2, n/a, Yes, Minerals - NFY010CFH",MEDIUM,LOW,MEDIUM,HIGH,HIGH,MEDIUM,LOW,162.0,1.98,70.0,610.0,,1.24,LOW
"Figs, Dried, Pass 2, Region 2, n/a, Yes, Vitamin K - NFY010CF3",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,10.0,,LOW
"Figs, Dried, Pass 2, Region 3, n/a, Yes, Minerals - NFY010CFN",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,156.0,1.9,70.0,580.0,,0.81,LOW
"Figs, Dried, Pass 2, Region 3, n/a, Yes, Minerals - NFY010CGH",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,149.0,2.0,69.6,582.0,,0.79,LOW
"Figs, Dried, Pass 2, Region 3, n/a, Yes, Vitamin K - NFY010CG7",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,9.0,,LOW
"Figs, Dried, Pass 2, Region 4, n/a, Yes, Minerals - NFY010CGQ",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,171.0,1.7,73.2,660.0,,0.69,LOW
"Figs, Dried, Pass 2, Region 4, n/a, Yes, Minerals - NFY010CHK",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,166.0,1.7,73.6,667.0,,0.77,LOW
"Figs, Dried, Pass 2, Region 4, n/a, Yes, Vitamin K - NFY010CHA",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,8.65,,LOW
"Figs, dried, uncooked",MEDIUM,LOW,MEDIUM,HIGH,HIGH,LOW,LOW,162.0,2.03,67.6,680.0,7.8,0.66,LOW
"Fish, catfish, farm raised, raw",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,7.796,0.0,20.63,292.3,,0.4749,LOW
"Fish, cod, Atlantic, wild caught, raw",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,6.59,0.065,17.98,245.1,,0.3051,LOW
"Fish, haddock, raw",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,11.0,0.17,21.1,286.0,,0.32,LOW
"Fish, pollock, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,15.0,0.22,16.1,160.0,0.0,0.31,LOW
"Fish, salmon, Atlantic, farm raised, raw",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,9.423,0.2588,25.39,378.2,,0.3394,LOW
"Fish, salmon, sockeye, wild caught, raw",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,14.84,0.4024,26.15,329.7,,0.4246,LOW
"Fish, tilapia, farm raised, raw",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,8.628,0.0,24.28,342.4,,0.2995,LOW
"Fish, tuna, light, canned in water, drained solids",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,18.0,1.67,22.7,176.0,,0.66,LOW
"Flaxseed, ground",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,229.9,5.778,372.1,793.4,3.675,4.738,LOW
"Flour, 00",LOW,LOW,LOW,LOW,MEDIUM,LOW,LOW,18.68,0.9863,25.8,135.5,,0.791,LOW
"Flour, Semolina, Coarse",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,16.55,1.5253333333333332,33.65,152.16666666666666,,0.8426666666666667,LOW
"Flour, Semolina, Semi-Coarse",LOW,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,17.766666666666666,1.5683333333333334,36.76666666666667,195.33333333333334,,1.0513333333333332,LOW
"Flour, almond",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,232.3,3.225,251.1,666.8,,2.795,LOW
"Flour, almond, blanched",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,232.25,3.225,251.0625,666.75,,2.795,LOW
"Flour, amaranth",MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,LOW,135.2,7.56,232.7,395.8,,3.001,LOW
"Flour, barley",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,35.56,3.301,88.04,366.6,,2.144,LOW
"Flour, bread, white, enriched, unbleached",LOW,LOW,HIGH,LOW,MEDIUM,MEDIUM,LOW,19.0,5.55,35.9,127.0,,1.06,LOW
"Flour, buckwheat",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,30.55,3.84,167.4,378.1,,1.755,LOW
"Flour, cassava",LOW,LOW,HIGH,LOW,MEDIUM,LOW,LOW,74.55,3.988,33.56,197.6,,0.4099,LOW
"Flour, chestnut",LOW,LOW,MEDIUM,HIGH,HIGH,MEDIUM,LOW,55.81,1.621,68.75,1032.0,,1.038,LOW
"Flour, coconut",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,35.98,8.018,247.7,2088.0,,3.698,LOW
"Flour, corn, yellow, fine meal, enriched",LOW,LOW,HIGH,LOW,MEDIUM,LOW,LOW,0.0,4.44,30.1,144.0,,0.62,LOW
"Flour, oat, whole grain",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,42.81,3.997,125.3,373.1,,2.754,LOW
"Flour, pastry, unenriched, unbleached",LOW,LOW,LOW,LOW,MEDIUM,LOW,LOW,17.0,0.87,22.4,142.0,,0.74,LOW
"Flour, potato",LOW,LOW,HIGH,HIGH,HIGH,LOW,LOW,44.11888888888889,11.969444444444443,73.64944444444444,1269.1888888888889,,0.900188888888889,LOW
"Flour, quinoa",LOW,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,37.56,4.528,163.8,550.9,,2.77,LOW
"Flour, rice, brown",LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,10.0,1.5,124.0,265.0,,1.91,LOW
"Flour, rice, glutinous",LOW,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,10.0,0.34,21.2,80.0,,1.34,LOW
"Flour, rice, white, unenriched",LOW,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,6.0,0.22,22.9,75.0,,1.19,LOW
"Flour, rye",LOW,LOW,MEDIUM,HIGH,HIGH,MEDIUM,LOW,32.24,2.536,95.39,434.0,,2.328,LOW
"Flour, semolina, coarse and semi-coarse",LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,17.16,1.547,35.21,173.8,,0.947,LOW
"Flour, semolina, fine",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,19.76,2.431,46.28,207.8,,1.24,LOW
"Flour, sorghum",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,11.41,3.721,116.4,335.1,,1.66,LOW
"Flour, soy, defatted",HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,338.0,7.34,313.0,2480.0,,4.44,LOW
"Flour, soy, full-fat",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,258.0,9.51,254.0,1860.0,,3.75,LOW
"Flour, spelt, whole grain",LOW,LOW,HIGH,MEDIUM,HIGH,HIGH,LOW,30.04,3.769,123.8,349.8,,3.591,LOW
"Flour, wheat, all-purpose, enriched, bleached",LOW,LOW,HIGH,LOW,MEDIUM,LOW,LOW,19.0,5.62,26.7,136.0,,0.72,LOW
"Flour, wheat, all-purpose, enriched, unbleached",LOW,LOW,HIGH,LOW,MEDIUM,LOW,LOW,21.0,5.41,33.3,135.0,,0.9,LOW
"Flour, wheat, all-purpose, unenriched, unbleached",LOW,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,22.0,1.18,36.1,150.0,,1.15,LOW
"Flour, whole grain oat",LOW,LOW,HIGH,MEDIUM,HIGH,MEDIUM,LOW,42.8125,3.996875,125.275,373.0625,,2.75375,LOW
"Flour, whole wheat, unenriched",LOW,LOW,HIGH,MEDIUM,HIGH,HIGH,LOW,38.0,3.86,136.0,376.0,,3.24,LOW
"Fonio, grain, dry, raw",LOW,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,11.65,2.662875,39.1,43.78625,,1.848625,LOW
"Frankfurter, beef, unheated",LOW,LOW,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,15.0,1.14,11.5,343.0,,2.06,LOW
"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",LOW,LOW,LOW,LOW,LOW,LOW,LOW,9.74125,0.040918750000000004,7.873125,49.78125,,0.0571,LOW
"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",LOW,LOW,LOW,LOW,LOW,LOW,LOW,7.318125,0.11907499999999999,4.274375,49.0125,,0.017725,LOW
"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE",LOW,LOW,LOW,LOW,LOW,LOW,LOW,8.87875,0.015287499999999999,7.748125,128.2625,,0.02739375,HIGH
"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",LOW,LOW,LOW,LOW,LOW,LOW,LOW,9.741,0.04092,7.873,49.78,,0.0571,LOW
"Grape juice, white, with added vitamin C, from concentrate, shelf stable",LOW,LOW,LOW,LOW,LOW,LOW,LOW,7.318,0.1191,4.274,49.01,,0.01773,LOW
Grapefruit juice white shelf stable ,LOW,LOW,LOW,LOW,LOW,LOW,LOW,16.3,0.073,9.639999999999999,141.0,,0.042,HIGH
"Grapefruit juice, red, not fortified, not from concentrate, refrigerated",LOW,LOW,LOW,LOW,LOW,LOW,LOW,8.879,0.01529,7.748,128.3,,0.02739,HIGH
"Grapefruit juice, white, canned or bottled, unsweetened",LOW,LOW,LOW,LOW,LOW,LOW,LOW,16.0,0.07,9.6,141.0,,0.04,HIGH
"Grapes, green, seedless, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,9.897,0.1991,7.118,218.1,,0.02674,LOW
"Grapes, red, seedless, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,10.17,0.1615,8.556,229.4,,0.03603,LOW
"Green beans, raw",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,40.05,0.651625,28.212500000000002,290.4375,14.641666666666666,0.34975,LOW
"Green onion, (scallion), bulb and greens, root removed, raw",LOW,HIGH,MEDIUM,MEDIUM,LOW,LOW,LOW,59.43777777777778,1.0442222222222222,18.93777777777778,232.0,,0.24837777777777775,LOW
Ham,LOW,LOW,LOW,HIGH,MEDIUM,MEDIUM,LOW,5.894736842105263,0.8468421052631578,20.294736842105266,520.421052631579,,1.7757894736842106,LOW
Ham ,LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,5.5,0.91,20.55,309.5,,1.6925,LOW
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",LOW,LOW,LOW,HIGH,LOW,MEDIUM,LOW,5.0,0.58,18.8,425.0,,1.52,LOW
"Ham, sliced, restaurant",LOW,LOW,LOW,HIGH,MEDIUM,MEDIUM,LOW,6.0,0.86,20.3,484.0,,1.76,LOW
Hot dogs beef,LOW,LOW,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,15.352941176470589,1.1370588235294117,11.523529411764706,342.52941176470586,,2.0552941176470587,LOW
Hummus,LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,40.72727272727273,2.4109090909090907,71.10909090909091,289.27272727272725,,1.3790909090909091,LOW
Hummus - NFY121400,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,7.766666666666667,,LOW
Hummus - NFY12142R,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,3.733333333333333,,LOW
"Hummus, commercial",LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,41.0,2.41,71.1,289.0,5.733333333333333,1.38,LOW
"ITALIAN PORK SAUSAGE, GREAT VALUE, COOKED",LOW,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,12.0,1.22,19.7,281.0,,2.35,LOW
"ITALIAN PORK SAUSAGE, JOHNSONVILLE HOT, COOKED",LOW,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,11.0,1.25,18.2,275.0,,2.36,LOW
"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",LOW,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,9.25,1.3975,17.45,241.25,,2.4450000000000003,LOW
"ITALIAN PORK SAUSAGE, KROGER, COOKED",LOW,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,15.0,1.2,15.8,324.0,,1.98,LOW
"ITALIAN PORK SAUSAGE, STORE/OTHER, COOKED",LOW,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,13.75,1.2325,20.25,390.25,,2.5025,LOW
"Italian Pork sausage, cooked",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,6.266666666666667,,LOW
"Juice, pomegranate, from concentrate, shelf-stable",LOW,MEDIUM,LOW,LOW,LOW,LOW,LOW,11.033333333333333,0.03087555555555556,6.862555555555556,165.56666666666666,,0.08176222222222222,LOW
"Juice, prune, from concentrate, shelf-stable ",LOW,LOW,LOW,LOW,LOW,LOW,LOW,12.399999999999999,0.925,8.34,165.5,,0.0944,LOW
"Juice, prune, shelf-stable",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,16.23,0.444,15.21,215.6,,0.1225,LOW
"Juice, prune, water extract of dried prunes, from concentrate, shelf-stable ",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,20.5,0.337,19.174999999999997,228.0,,0.1215,LOW
"Juice, prune, water extract of dried prunes, shelf-stable ",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,11.5,0.177,14.15,241.0,,0.1525,LOW
"Juice, tart cherry, from concentrate, shelf-stable",LOW,LOW,LOW,LOW,LOW,LOW,LOW,16.197777777777777,0.20337777777777777,12.117777777777778,169.75555555555556,,0.03282555555555555,LOW
Kale,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,197.63636363636363,1.1845454545454546,28.527272727272727,236.63636363636363,,0.32545454545454544,LOW
Kale - NFY1212D3,UNKNOWN,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,123.0,,LOW
Kale - NFY1212E0,UNKNOWN,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,126.0,,LOW
Kale - NFY1212EX,UNKNOWN,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,140.66666666666666,,LOW
Kale - NFY1214RH,UNKNOWN,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,136.66666666666666,,LOW
Kale - NFY1214S6,UNKNOWN,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,122.66666666666667,,LOW
Kale - NFY1214SU,UNKNOWN,HIGH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,159.0,,LOW
"Kale, frozen, cooked, boiled, drained, without salt",MEDIUM,HIGH,LOW,LOW,MEDIUM,LOW,LOW,150.0,0.84,25.0,144.0,139.33333333333334,0.27,LOW
"Kale, raw",MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,254.0,1.6,32.7,348.0,130.0,0.39,LOW
Ketchup,LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,13.142857142857142,0.4121428571428571,13.367857142857144,243.67857142857142,,0.14857142857142858,LOW
Ketchup ,LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,14.777777777777779,0.4566666666666667,13.783333333333333,257.22222222222223,,0.18611111111111112,LOW
"Ketchup, restaurant",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,14.0,0.43,13.5,249.0,,0.16,LOW
"Khorasan, grain, dry, raw",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,24.08,3.874,130.1,450.5,,4.46,LOW
"Khorasan, grain, wheat berry, dry, raw",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,24.075,3.8737500000000002,130.125,450.5,,4.46,MEDIUM
"Kiwi, Pass 2, Region 1, n/a, Yes, Minerals - NFY010BY3",LOW,MEDIUM,LOW,LOW,LOW,UNKNOWN,LOW,33.0,0.34,15.2,130.0,,,LOW
"Kiwi, Pass 2, Region 1, n/a, Yes, Vitamin K - NFY010BYP",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,19.75,,LOW
"Kiwi, Pass 2, Region 2, n/a, Yes, Minerals - NFY010BYX",LOW,MEDIUM,LOW,LOW,LOW,UNKNOWN,LOW,26.0,0.2,14.1,121.0,,,LOW
"Kiwi, Pass 2, Region 2, n/a, Yes, Vitamin K - NFY010BZ5",UNKNOWN,MEDIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,20.1,,LOW
"Kiwi, Pass 2, Region 3, n/a, Yes, Minerals - NFY010BZF",LOW,MEDIUM,LOW,LOW,LOW,LOW,LOW,36.0,0.31,14.8,117.0,,0.18,LOW
"Kiwi, Pass 2, Region 3, n/a, Yes, Vitamin K - NFY010BZN",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,16.95,,LOW
"Kiwi, Pass 2, Region 4, n/a, Yes, Minerals - NFY010BZW",LOW,MEDIUM,LOW,LOW,LOW,LOW,LOW,21.0,0.26,11.6,105.0,,0.2,LOW
"Kiwi, Pass 2, Region 4, n/a, Yes, Vitamin K - NFY010C0I",UNKNOWN,MEDIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,25.15,,LOW
"Kiwi, Region 1, n/a, Yes, Minerals  - NFY0100RB",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,40.0,0.27,17.1,314.0,,0.13,LOW
"Kiwi, Region 1, n/a, Yes, Vitamin K  - NFY0100RT",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,18.6,,LOW
"Kiwi, Region 2, n/a, Yes, Minerals  - NFY0100S7",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,43.0,0.17,17.7,302.0,,0.11,LOW
"Kiwi, Region 2, n/a, Yes, Vitamin K  - NFY0100SP",UNKNOWN,MEDIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,20.5,,LOW
"Kiwi, Region 3, n/a, Yes, Minerals  - NFY0100T5",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,44.0,0.2,18.3,300.0,,0.12,LOW
"Kiwi, Region 3, n/a, Yes, Vitamin K  - NFY0100TN",UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,19.3,,LOW
"Kiwi, Region 4, n/a, Yes, Minerals  - NFY0100U3",UNKNOWN,MEDIUM,LOW,UNKNOWN,LOW,LOW,LOW,,0.19,17.1,,,0.11,LOW
"Kiwi, Region 4, n/a, Yes, Vitamin K  - NFY0100UL",UNKNOWN,MEDIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,,,,,20.85,,LOW
"Kiwifruit (kiwi), green, peeled, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,24.375555555555554,0.03662555555555555,14.787777777777778,301.5,,0.45471111111111107,LOW
"Kiwifruit, green, raw",LOW,MEDIUM,LOW,LOW,LOW,LOW,LOW,35.0,0.24,15.7,198.0,20.15,0.14,LOW
"Lamb, ground, raw",LOW,LOW,MEDIUM,MEDIUM,LOW,HIGH,LOW,6.575,1.6432857142857142,17.482857142857142,272.0857142857143,,3.13,LOW
"Leeks, bulb and greens, root removed, raw",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,51.41222222222222,0.761,15.675555555555556,319.0,,0.293,LOW
"Lentils, dry",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,61.85,7.158,106.7,948.9,,3.863,LOW
"Lettuce, cos or romaine, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,35.0,0.95,13.7,253.0,51.0,0.25,LOW
"Lettuce, iceberg, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,14.237777777777776,0.03325,6.311222222222223,139.25555555555556,6.841333333333333,0.1728,LOW
"Lettuce, leaf, green, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,39.83777777777778,0.3195,12.768888888888888,277.1222222222222,39.492,0.31025555555555556,LOW
"Lettuce, leaf, red, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,42.58777777777778,0.40225555555555553,12.402222222222223,321.43333333333334,24.412,0.3032555555555556,LOW
"Lettuce, romaine, green, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,27.56222222222222,0.267,12.05111111111111,260.43333333333334,27.796,0.2516222222222222,LOW
Lunchmeat ham,LOW,LOW,LOW,HIGH,LOW,MEDIUM,LOW,5.090909090909091,0.5736363636363637,18.78181818181818,424.6363636363636,,1.5236363636363635,LOW
"MILK, 1%",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,127.25,0.0,12.108333333333334,159.33333333333334,,0.43,LOW
"MILK, 2% ",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,125.83333333333333,0.0,11.958333333333334,158.66666666666666,,0.43,LOW
"MILK, SKIM ",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,130.25,0.0,12.375,167.0,,0.445,LOW
"MILK, WHOLE ",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,122.9090909090909,0.0,11.854545454545455,150.0,,0.4127272727272727,LOW
"MUSHROOMS, LIONS MANE",LOW,LOW,LOW,HIGH,LOW,LOW,LOW,0.0,0.68825,11.7175,443.3125,,0.74475,LOW
"MUSHROOMS, OYSTER",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.0,0.698125,13.9125,281.625,,0.68425,LOW
"MUSHROOMS, SHIITAKE",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,0.76625,0.14425,14.055,243.0,,0.7641249999999999,LOW
"MUSHROOMS, WHITE BUTTON",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,5.465000000000001,0.22666666666666668,10.155,373.0,,0.511,LOW
"Mandarin, seedless, peeled, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,43.962222222222216,0.0,12.587777777777779,167.1888888888889,,0.06868777777777778,MEDIUM
"Mango, Ataulfo, peeled, pit removed, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,10.02,0.0,10.56625,204.375,,0.101975,LOW
"Mango, Ataulfo, peeled, raw",LOW,MEDIUM,LOW,MEDIUM,LOW,LOW,LOW,10.02,0.0,10.57,204.4,,0.102,LOW
"Mango, Tommy Atkins, peeled, pit removed, raw",LOW,MEDIUM,LOW,LOW,LOW,LOW,LOW,12.4,0.0,10.26125,165.0,,0.0664,LOW
"Mango, Tommy Atkins, peeled, raw",LOW,MEDIUM,LOW,LOW,LOW,LOW,LOW,12.4,0.0,10.26,165.0,,0.0664,LOW
"Melons, cantaloupe, raw",LOW,LOW,LOW,LOW,LOW,LOW,LOW,9.0,0.38,13.0,157.0,1.35,0.44,LOW
"Melons, honeydew, flesh only, raw",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,6.57875,0.0,9.50375,208.9375,,0.0599875,LOW
"Melons, honeydew, raw",LOW,LOW,LOW,MEDIUM,LOW,LOW,LOW,6.579,0.0,9.504,208.9,,0.05999,LOW
"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,126.0,0.0,12.0,159.0,,0.43,LOW
"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,132.0,0.0,12.5,167.0,,0.45,LOW
"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,126.0,0.0,12.0,159.0,,0.43,LOW
"Milk, whole, 3.25% milkfat, with added vitamin D",MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,123.0,0.0,11.9,150.0,,0.415,LOW
"Millet, whole grain",LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,9.105,2.534,105.5,214.1,,2.258,LOW
"Minerals - Beef,  Eye of Round roast/steak, select, raw, comp13, lean",LOW,LOW,MEDIUM,MEDIUM,LOW,HIGH,LOW,13.0,1.37,11.4,312.0,,3.38,LOW
"Minerals - Beef, Porterhouse Steak, select, raw, comp13, lean",LOW,LOW,MEDIUM,MEDIUM,LOW,HIGH,LOW,19.0,2.26,10.7,266.0,,3.52,LOW
"Minerals - Beef, T-bone Steak, L_choice, grilled, comp12, lean (31BLTBS)",LOW,LOW,HIGH,MEDIUM,LOW,HIGH,LOW,19.0,3.63,19.5,275.0,,4.68,LOW
"Minerals - Beef, T-bone Steak, U_choice, grilled, comp11, lean (31BLTBS)",LOW,LOW,HIGH,MEDIUM,MEDIUM,HIGH,LOW,19.0,3.44,20.6,291.0,,4.69,LOW
"Minerals - Beef, Tenderloin Roast, select, roasted, comp13, lean  (34BLTR)",LOW,LOW,HIGH,MEDIUM,LOW,HIGH,LOW,13.0,3.04,13.7,352.0,,3.7,LOW
