food_name,food_id,drug_name,drug_id,verdict
LipidCoatedStarch,666,spironolactone,1201,DrugBank-text
LipidCoatedStarch,666,amiloride,50,DrugBank-text
LipidCoatedStarch,666,triamterene,1321,DrugBank-text
LipidCoatedStarch,666,diazepam,363,DrugBank-text
LipidCoatedStarch,666,alprazolam,42,DrugBank-text
LipidCoatedStarch,666,lorazepam,742,DrugBank-text
LipidCoatedStarch,666,omeprazole,924,DrugBank-text
LipidCoatedStarch,666,lansoprazole,690,DrugBank-text
LipidCoatedStarch,666,erythromycin,456,DrugBank-text
LipidCoatedStarch,666,clarithromycin,263,DrugBank-text
LipidCoatedStarch,666,azithromycin,112,DrugBank-text
Insoluble Fiber,10,insulin,1615,PubMed-NLP
Insoluble Fiber,10,enalapril,435,LIT-confirmed
Insoluble Fiber,10,ramipril,1092,LIT-confirmed
Insoluble Fiber,10,captopril,198,LIT-confirmed
Insoluble Fiber,10,perindopril,988,LIT-confirmed
Insoluble Fiber,10,spironolactone,1201,LIT-confirmed
Insoluble Fiber,10,amiloride,50,LIT-confirmed
Insoluble Fiber,10,triamterene,1321,LIT-confirmed
Potassium,22,diazepam,363,LIT-confirmed
Insoluble Fiber,10,diazepam,363,LIT-confirmed
Potassium,22,alprazolam,42,LIT-confirmed
Insoluble Fiber,10,alprazolam,42,LIT-confirmed
Potassium,22,lorazepam,742,LIT-confirmed
Insoluble Fiber,10,lorazepam,742,LIT-confirmed
Sodium Bicarbonate,25,metformin,794,DrugBank-text
Sodium Bicarbonate,25,insulin,1615,DrugBank-text
Sodium Bicarbonate,25,amiloride,50,LIT-confirmed
Sodium Bicarbonate,25,triamterene,1321,LIT-confirmed
Sodium Bicarbonate,25,diazepam,363,DrugBank-text
Sodium Bicarbonate,25,alprazolam,42,DrugBank-text
Sodium Bicarbonate,25,lorazepam,742,DrugBank-text
Sodium Bicarbonate,25,azithromycin,112,DrugBank-text
CO₂,—,azithromycin,112,DrugBank-text
Pyrodextrins+InsolFiber,1000,warfarin,1396,LIT-confirmed
Pyrodextrins+InsolFiber,1000,digoxin,378,LIT-confirmed
Pyrodextrins+InsolFiber,1000,lithium,1475,LIT-confirmed
Pyrodextrins+InsolFiber,1000,levothyroxine,722,LIT-confirmed
Pyrodextrins+InsolFiber,1000,phenytoin,1004,LIT-confirmed
Potassium (Date Paste — High Load),22,statins,1772,DrugBank-named
Potassium (Date Paste — High Load),22,cyclosporine,306,DrugBank-named
Potassium (Date Paste — High Load),22,isotretinoin,666,DrugBank-named
Potassium (Date Paste — High Load),22,simvastatin,1174,DrugBank-named
Potassium (Date Paste — High Load),22,warfarin,1396,DrugBank-named
Potassium (Date Paste — High Load),22,digoxin,378,DrugBank-named
Potassium (Date Paste — High Load),22,lithium,1475,DrugBank-named
Potassium (Date Paste — High Load),22,phenytoin,1004,DrugBank-named
Butter,324,lisinopril,732,DrugBank-text
Grain Starch,831,lisinopril,732,DrugBank-text
Butter,324,enalapril,435,DrugBank-text
Grain Starch,831,enalapril,435,DrugBank-text
Butter,324,ramipril,1092,DrugBank-text
Grain Starch,831,ramipril,1092,DrugBank-text
Butter,324,captopril,198,DrugBank-text
Grain Starch,831,captopril,198,DrugBank-text
Butter,324,perindopril,988,DrugBank-text
Grain Starch,831,perindopril,988,DrugBank-text
Butter,324,spironolactone,1201,DrugBank-text
Grain Starch,831,spironolactone,1201,DrugBank-text
Butter,324,amiloride,50,DrugBank-text
Grain Starch,831,amiloride,50,DrugBank-text
Butter,324,triamterene,1321,DrugBank-text
Grain Starch,831,triamterene,1321,DrugBank-text
Butter,324,warfarin,1396,DrugBank-text
Butter,324,digoxin,378,DrugBank-text
Grain Starch,831,digoxin,378,DrugBank-text
Butter,324,lithium,1475,DrugBank-text
Grain Starch,831,lithium,1475,DrugBank-text
Butter,324,levothyroxine,722,DrugBank-text
Butter,324,phenytoin,1004,DrugBank-text
Grain Starch,831,phenytoin,1004,DrugBank-text
Honey,177,lisinopril,732,DrugBank-text
Honey,177,enalapril,435,DrugBank-text
Honey,177,ramipril,1092,DrugBank-text
Honey,177,captopril,198,DrugBank-text
Honey,177,perindopril,988,DrugBank-text
Honey,177,amiloride,50,DrugBank-text
Honey,177,triamterene,1321,DrugBank-text
Honey,177,orlistat,929,DrugBank-text
WalnutALA,—,aspirin,1469,PubMed-NLP
WalnutALA,—,clopidogrel,278,PubMed-NLP
WalnutALA,—,phenytoin,1004,LIT-confirmed
Linalool,194,aspirin,1469,DrugBank-named
Linalool,194,clopidogrel,278,DrugBank-named
FructoseGlucose,509,warfarin,1396,DrugBank-named
Linalool,194,warfarin,1396,DrugBank-named
FructoseGlucose,509,t,1824,DrugBank-named
Linalool,194,t,1824,DrugBank-named
FructoseGlucose,509,amiodarone,56,DrugBank-named
Linalool,194,amiodarone,56,DrugBank-named
High-Fat Meal — Saturated Fats,9,griseofulvin,596,LIT-confirmed
Butyric Acid,679,griseofulvin,596,LIT-confirmed
High-Fat Meal — Saturated Fats,9,estradiol,1797,DrugBank-text
Butyric Acid,679,estradiol,1797,DrugBank-text
High-Fat Meal — Saturated Fats,9,progesterone,1061,DrugBank-text
Butyric Acid,679,progesterone,1061,DrugBank-text
High-Fat Meal — Saturated Fats,9,conjugated estrogens,292,DrugBank-text
Butyric Acid,679,conjugated estrogens,292,DrugBank-text
BraidedLattice+3mm,831,isotretinoin,666,DrugBank-text
BraidedLattice+3mm,831,empagliflozin,433,DrugBank-text
BraidedLattice+3mm,831,dapagliflozin,322,DrugBank-text
BraidedLattice+3mm,831,canagliflozin,190,DrugBank-text
BraidedLattice+3mm,831,paracetamol,1923,DrugBank-text
BraidedLattice+3mm,831,atorvastatin,96,DrugBank-text
BraidedLattice+3mm,831,estradiol,1797,DrugBank-text
BraidedLattice+3mm,831,progesterone,1061,DrugBank-text
BraidedLattice+3mm,831,conjugated estrogens,292,DrugBank-text
BraidedLattice+3mm,831,tamoxifen,1230,DrugBank-text
BraidedLattice+3mm,831,diazepam,363,DrugBank-text
BraidedLattice+3mm,831,alprazolam,42,DrugBank-text
BraidedLattice+3mm,831,lorazepam,742,DrugBank-text
BraidedLattice+3mm,831,orlistat,929,DrugBank-text
Maillard,—,griseofulvin,596,LIT-confirmed
Honey Synergy,177,griseofulvin,596,LIT-confirmed
Maillard,—,paracetamol,1923,LIT-confirmed
Honey Synergy,177,paracetamol,1923,LIT-confirmed
Honey Synergy,177,atorvastatin,96,LIT-confirmed
Sesamolin,1227,griseofulvin,596,PubMed-NLP
Sesamolin,1227,paracetamol,1923,PubMed-NLP
Sesamolin,1227,atorvastatin,96,PubMed-NLP
Sesamolin,1227,warfarin,1396,PubMed-NLP
Sesamolin,1227,diazepam,363,LIT-confirmed
Sesamolin,1227,alprazolam,42,LIT-confirmed
Sesamolin,1227,lorazepam,742,LIT-confirmed
L-Arginine,512,griseofulvin,596,DrugBank-text
Niacin,225,griseofulvin,596,DrugBank-text
L-Arginine,512,warfarin,1396,DrugBank-text
Niacin,225,warfarin,1396,DrugBank-text
L-Arginine,512,levothyroxine,722,DrugBank-text
Niacin,225,levothyroxine,722,DrugBank-text
L-Arginine,512,phenytoin,1004,DrugBank-text
Niacin,225,phenytoin,1004,DrugBank-text
L-Arginine,512,orlistat,929,DrugBank-text
Niacin,225,orlistat,929,DrugBank-text
Glucose/Fructose (Honey / Sugar Syrup),509,fe,1445,DrugBank-text
Amylopectin,1801,tamoxifen,1230,PubMed-NLP
Amylopectin,1801,estradiol,1797,PubMed-NLP
Potassium,22,estradiol,1797,PubMed-NLP
Amylopectin,1801,progesterone,1061,PubMed-NLP
Potassium,22,progesterone,1061,PubMed-NLP
Amylopectin,1801,conjugated estrogens,292,PubMed-NLP
Potassium,22,conjugated estrogens,292,PubMed-NLP
Amylopectin,1801,levonorgestrel,720,PubMed-NLP
Potassium,22,levonorgestrel,720,PubMed-NLP
Amylopectin,1801,ethinylestradiol,476,PubMed-NLP
Potassium,22,ethinylestradiol,476,PubMed-NLP
Amylopectin,1801,buspirone,174,DrugBank-named
Amylopectin,1801,losartan,745,DrugBank-named
Potassium,22,losartan,745,DrugBank-named
CuminAldehyde,1503,tamoxifen,1230,PubMed-NLP
Allicin,1011,tamoxifen,1230,PubMed-NLP
CuminAldehyde,1503,estradiol,1797,PubMed-NLP
Allicin,1011,estradiol,1797,PubMed-NLP
CuminAldehyde,1503,progesterone,1061,PubMed-NLP
Allicin,1011,progesterone,1061,PubMed-NLP
CuminAldehyde,1503,conjugated estrogens,292,PubMed-NLP
Allicin,1011,conjugated estrogens,292,PubMed-NLP
CuminAldehyde,1503,levonorgestrel,720,PubMed-NLP
Allicin,1011,levonorgestrel,720,PubMed-NLP
CuminAldehyde,1503,ethinylestradiol,476,PubMed-NLP
Allicin,1011,ethinylestradiol,476,PubMed-NLP
Gelatinised Starch,776,metformin,794,PubMed-NLP
Gelatinised Starch,776,insulin,1615,PubMed-NLP
Gelatinised Starch,776,empagliflozin,433,PubMed-NLP
Gelatinised Starch,776,dapagliflozin,322,PubMed-NLP
Gelatinised Starch,776,canagliflozin,190,PubMed-NLP
Gelatinised Starch,776,lisinopril,732,LIT-confirmed
Gelatinised Starch,776,enalapril,435,LIT-confirmed
Gelatinised Starch,776,ramipril,1092,LIT-confirmed
Gelatinised Starch,776,captopril,198,LIT-confirmed
Gelatinised Starch,776,perindopril,988,LIT-confirmed
Gelatinised Starch,776,losartan,745,LIT-confirmed
Gelatinised Starch,776,valsartan,1360,LIT-confirmed
Potassium,22,valsartan,1360,LIT-confirmed
Gelatinised Starch,776,furosemide,563,LIT-confirmed
Potassium,22,furosemide,563,LIT-confirmed
Gelatinised Starch,776,torasemide,1308,LIT-confirmed
Potassium,22,torasemide,1308,LIT-confirmed
Quercetin,279,empagliflozin,433,PubMed-NLP
Allicin,1011,empagliflozin,433,PubMed-NLP
Quercetin,279,dapagliflozin,322,PubMed-NLP
Allicin,1011,dapagliflozin,322,PubMed-NLP
Quercetin,279,canagliflozin,190,PubMed-NLP
Allicin,1011,canagliflozin,190,PubMed-NLP
Apigenin,656,metformin,794,PubMed-NLP
Cuminaldehyde,1503,metformin,794,PubMed-NLP
Apigenin,656,insulin,1615,PubMed-NLP
Cuminaldehyde,1503,insulin,1615,PubMed-NLP
Apigenin,656,empagliflozin,433,PubMed-NLP
Cuminaldehyde,1503,empagliflozin,433,PubMed-NLP
Apigenin,656,dapagliflozin,322,PubMed-NLP
Cuminaldehyde,1503,dapagliflozin,322,PubMed-NLP
Apigenin,656,canagliflozin,190,PubMed-NLP
Cuminaldehyde,1503,canagliflozin,190,PubMed-NLP
Apigenin,656,losartan,745,LIT-confirmed
Cuminaldehyde,1503,losartan,745,LIT-confirmed
Apigenin,656,valsartan,1360,LIT-confirmed
Cuminaldehyde,1503,valsartan,1360,LIT-confirmed
Saponins,1046,acarbose,10,PubMed-NLP
Amylose,—,acarbose,10,PubMed-NLP
Saponins,1046,metformin,794,PubMed-NLP
Saponins,1046,propranolol,1068,DrugBank-named
Amylose,—,propranolol,1068,DrugBank-named
Saponins,1046,phenytoin,1004,DrugBank-named
Saponins,1046,cyclosporine,306,DrugBank-named
Cinnamaldehyde,797,acarbose,10,PubMed-NLP
Allicin,1011,propranolol,1068,PubMed-NLP
Piperine,264,propranolol,1068,PubMed-NLP
Piperine,264,cyclosporine,306,PubMed-NLP
Piperine,264,atorvastatin,96,LIT-confirmed
Piperine,264,simvastatin,1174,LIT-confirmed
Allicin,1011,cholestyramine,245,LIT-confirmed
Piperine,264,cholestyramine,245,LIT-confirmed
Soluble Fiber,10,methotrexate,802,PubMed-NLP
Folate,504,methotrexate,802,PubMed-NLP
Soluble Fiber,10,folate,1462,PubMed-NLP
Folate,504,folate,1462,PubMed-NLP
Soluble Fiber,10,pemetrexed,975,PubMed-NLP
Folate,504,pemetrexed,975,PubMed-NLP
Soluble Fiber,10,trimethoprim,1836,PubMed-NLP
Folate,504,trimethoprim,1836,PubMed-NLP
Beta-Carotene,718,methotrexate,802,DrugBank-text
Minerals,—,methotrexate,802,DrugBank-text
Beta-Carotene,718,folate,1462,DrugBank-text
Minerals,—,folate,1462,DrugBank-text
Beta-Carotene,718,pemetrexed,975,DrugBank-text
Minerals,—,pemetrexed,975,DrugBank-text
Beta-Carotene,718,trimethoprim,1836,DrugBank-text
Minerals,—,trimethoprim,1836,DrugBank-text
Beta-Carotene,718,nsaid,1609,DrugBank-text
Minerals,—,nsaid,1609,DrugBank-text
Beta-Carotene,718,ibuprofen,618,DrugBank-text
Minerals,—,ibuprofen,618,DrugBank-text
Beta-Carotene,718,naproxen,872,DrugBank-text
Minerals,—,naproxen,872,DrugBank-text
Curcumin,738,methotrexate,802,PubMed-NLP
Gingerol,13,methotrexate,802,PubMed-NLP
Piperine,264,methotrexate,802,PubMed-NLP
Curcumin,738,folate,1462,PubMed-NLP
Gingerol,13,folate,1462,PubMed-NLP
Piperine,264,folate,1462,PubMed-NLP
Curcumin,738,pemetrexed,975,PubMed-NLP
Gingerol,13,pemetrexed,975,PubMed-NLP
Piperine,264,pemetrexed,975,PubMed-NLP
Curcumin,738,trimethoprim,1836,PubMed-NLP
Gingerol,13,trimethoprim,1836,PubMed-NLP
Piperine,264,trimethoprim,1836,PubMed-NLP
Curcumin,738,nsaid,1609,DrugBank-named
Gingerol,13,nsaid,1609,DrugBank-named
Piperine,264,nsaid,1609,DrugBank-named
Curcumin,738,ibuprofen,618,DrugBank-named
Gingerol,13,ibuprofen,618,DrugBank-named
Piperine,264,ibuprofen,618,DrugBank-named
Curcumin,738,naproxen,872,DrugBank-named
Gingerol,13,naproxen,872,DrugBank-named
Piperine,264,naproxen,872,DrugBank-named
Allicin-LateAdd,452,warfarin,1396,DrugBank-named
Allicin-LateAdd,452,nsaid,1609,DrugBank-named
Allicin-LateAdd,452,ibuprofen,618,DrugBank-named
Allicin-LateAdd,452,naproxen,872,DrugBank-named
Allicin-LateAdd,452,cyclosporine,306,LIT-confirmed
Allicin-LateAdd,452,simvastatin,1174,LIT-confirmed
Allicin-LateAdd,452,midazolam,825,LIT-confirmed
Allicin-LateAdd,452,retinol,1697,PubMed-NLP
Allicin-LateAdd,452,isotretinoin,666,PubMed-NLP
Inositol,219,isotretinoin,666,PubMed-NLP
SolFiber,10,isotretinoin,666,PubMed-NLP
Inositol,219,cyclosporine,306,PubMed-NLP
SolFiber,10,cyclosporine,306,PubMed-NLP
Lutein,197,atropine,98,LIT-confirmed
Leucine,511,atropine,98,LIT-confirmed
Lutein,197,oxybutynin,946,LIT-confirmed
Leucine,511,oxybutynin,946,LIT-confirmed
Lutein,197,ne,1774,LIT-confirmed
Leucine,511,ne,1774,LIT-confirmed
Choline,579,donepezil,399,LIT-confirmed
Lutein,197,donepezil,399,LIT-confirmed
Leucine,511,donepezil,399,LIT-confirmed
Lutein,197,isotretinoin,666,PubMed-NLP
Leucine,511,isotretinoin,666,PubMed-NLP
Choline,579,griseofulvin,596,PubMed-NLP
Lutein,197,griseofulvin,596,PubMed-NLP
Leucine,511,griseofulvin,596,PubMed-NLP
Lutein,197,cyclosporine,306,PubMed-NLP
Lutein,197,paracetamol,1923,LIT-confirmed
Leucine,511,paracetamol,1923,LIT-confirmed
